Denumire,Locatie,Pret_noapte,Nr_stele,Scor,Nr_evaluari,Nr_nopti,Check-in,Check-out,Nr_camere,Nr_adulti,Nr_copiii
Barrique Garden,Brasov,382.4,0,9.0,0.0,5,2025-04-16,2025-04-21,1,1,2
Heart of Transylvania - free parking,Brasov,342.0,0,9.0,0.0,5,2025-04-16,2025-04-21,1,1,2
Kronsmart Apartment - Cozy Fireplace and Free Parking,Brasov,338.0,0,9.0,0.0,5,2025-04-16,2025-04-21,1,1,2
Anddia Central Apartment,Brasov,217.8,0,9.3,22.0,5,2025-04-16,2025-04-21,1,1,2
Mirandis Apartments - Comfort & Private Parking Near Coresi Mall,Brasov,271.2,4,9.5,102.0,5,2025-04-16,2025-04-21,1,1,2
Avram Iancu Private Apartment with AC,Brasov,315.0,3,9.8,139.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Aro Palace,Brasov,658.0,0,8.7,2.698,5,2025-04-16,2025-04-21,1,1,2
Red Fountain Studio,Brasov,340.0,0,9.8,178.0,5,2025-04-16,2025-04-21,1,1,2
Hirscher Apartments,Brasov,337.4,4,9.9,207.0,5,2025-04-16,2025-04-21,1,1,2
Seek and Hide - Csilla's Tiny Hideaway,Brasov,231.4,3,9.7,70.0,5,2025-04-16,2025-04-21,1,1,2
PEAK Aparthotel - Old Town - by CityHost,Brasov,370.6,4,9.1,152.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Rainer,Brasov,405.8,0,8.7,2.546,5,2025-04-16,2025-04-21,1,1,2
Montello Guest House,Brasov,428.0,4,9.8,87.0,5,2025-04-16,2025-04-21,1,1,2
Coresi Studio Inn,Brasov,252.0,4,9.7,18.0,5,2025-04-16,2025-04-21,1,1,2
Apartament Julia,Brasov,352.8,0,9.7,5.0,5,2025-04-16,2025-04-21,1,1,2
KOA - Aparthotel,Brasov,657.4,0,9.7,1.469,5,2025-04-16,2025-04-21,1,1,2
Relax601,Brasov,370.0,4,9.7,35.0,5,2025-04-16,2025-04-21,1,1,2
Coresi Mall Area Studios & Apartments by GLAM,Brasov,408.0,3,9.3,95.0,5,2025-04-16,2025-04-21,1,1,2
Minani Apartments,Brasov,304.6,3,9.3,28.0,5,2025-04-16,2025-04-21,1,1,2
Grand Hotel Belvedere,Brasov,670.6,0,8.7,1.82,5,2025-04-16,2025-04-21,1,1,2
Apartment SOFIA,Brasov,479.0,3,9.9,60.0,5,2025-04-16,2025-04-21,1,1,2
Bark Inn - Bed and Breakfast,Brasov,415.4,0,9.6,112.0,5,2025-04-16,2025-04-21,1,1,2
Saint John's 22 Brasov,Brasov,441.4,4,9.7,143.0,5,2025-04-16,2025-04-21,1,1,2
Apartment Casa Friedrich Czell,Brasov,423.0,3,9.5,128.0,5,2025-04-16,2025-04-21,1,1,2
Schiller Apartment 57 - Free private parking,Brasov,414.0,3,9.8,20.0,5,2025-04-16,2025-04-21,1,1,2
Alina,Suceava,108000.0,0,9.8,0.0,5,2025-04-16,2025-04-21,1,1,2
Luxury Sunny Apartments near City Center Suceava,Suceava,247.6,3,9.2,66.0,5,2025-04-16,2025-04-21,1,1,2
Zlata Rezidential Home,Suceava,261.0,4,9.6,10.0,5,2025-04-16,2025-04-21,1,1,2
Luxury Apartments and Studios Boulevard G Enescu Suceava,Suceava,360.0,3,9.3,242.0,5,2025-04-16,2025-04-21,1,1,2
Luxury Towers Apartments Parking included,Suceava,405.4,3,9.9,46.0,5,2025-04-16,2025-04-21,1,1,2
Luxury Apartments with 1&2 Bedroom with Parking,Suceava,368.6,3,9.6,28.0,5,2025-04-16,2025-04-21,1,1,2
Cozy ApartHotel K Suceava,Suceava,360.0,3,9.3,349.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Sonnenhof,Suceava,570.0,0,9.4,1.362,5,2025-04-16,2025-04-21,1,1,2
Apartament Suceava,Suceava,315.0,3,9.7,46.0,5,2025-04-16,2025-04-21,1,1,2
Relaxing and Beautiful Apartments in Centre of Historical Suceava,Suceava,324.0,3,9.1,59.0,5,2025-04-16,2025-04-21,1,1,2
Exclusive Ultracentral Apartments and Studios #Enescu#Universitatii#Suceava,Suceava,348.4,3,9.4,87.0,5,2025-04-16,2025-04-21,1,1,2
Sunny Apartments Avanera Suceava 96,Suceava,252.0,3,9.1,25.0,5,2025-04-16,2025-04-21,1,1,2
Cozy Holidays in Center of Suceava Esplanada,Suceava,348.4,3,9.1,67.0,5,2025-04-16,2025-04-21,1,1,2
Deluxe Aparthotel MARWELL RESIDENCE,Suceava,840.0,4,9.8,669.0,5,2025-04-16,2025-04-21,1,1,2
visitor's house,Suceava,300.0,0,9.8,2.0,5,2025-04-16,2025-04-21,1,1,2
Cozy Aparthotel - Central City Suceava,Suceava,423.0,3,9.5,87.0,5,2025-04-16,2025-04-21,1,1,2
Unique Cozy Penthouses with Terrace and Suceava Magic View,Suceava,796.6,4,9.8,5.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Residenz,Suceava,440.0,0,8.8,1.104,5,2025-04-16,2025-04-21,1,1,2
Deluxe Apartments on G Enescu Blvd near Stefan Cel Mare University Suceava,Suceava,387.0,3,9.3,94.0,5,2025-04-16,2025-04-21,1,1,2
Sunny Apartments Avanera Suceava,Suceava,259.2,3,9.5,15.0,5,2025-04-16,2025-04-21,1,1,2
Luxury Cozy Apartments - City Center Suceava,Suceava,783.0,4,9.3,85.0,5,2025-04-16,2025-04-21,1,1,2
Mandachi Hotel & SPA,Suceava,860.0,0,9.4,3.183,5,2025-04-16,2025-04-21,1,1,2
Luxury Apartments Suceava,Suceava,352.0,3,9.7,12.0,5,2025-04-16,2025-04-21,1,1,2
Marvellous Aparthotel with Master Apartments Suceava,Suceava,708.8,3,8.6,57.0,5,2025-04-16,2025-04-21,1,1,2
Sunny Central Apartments Suceava,Suceava,257.6,3,8.8,46.0,5,2025-04-16,2025-04-21,1,1,2
Danubius view apartment,Tulcea,387.2,0,8.8,0.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Esplanada,Tulcea,422.0,0,8.7,550.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Egreta,Tulcea,181600.0,0,7.6,671.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Delta 3,Tulcea,470.0,0,8.4,1.396,5,2025-04-16,2025-04-21,1,1,2
Pensiunea Melisa,Tulcea,180000.0,0,8.4,411.0,5,2025-04-16,2025-04-21,1,1,2
Pensiunea Delta Dunarii,Tulcea,265.0,3,8.1,158.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Delta 4,Tulcea,700.0,0,8.3,561.0,5,2025-04-16,2025-04-21,1,1,2
Apartament Pelican,Tulcea,400.0,3,9.1,11.0,5,2025-04-16,2025-04-21,1,1,2
Casa Selly,Tulcea,250.0,3,9.1,30.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Europolis,Tulcea,455.0,0,8.6,266.0,5,2025-04-16,2025-04-21,1,1,2
Vila Alex&Razvan,Tulcea,230.0,0,8.8,148.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Select,Tulcea,306.8,0,9.0,247.0,5,2025-04-16,2025-04-21,1,1,2
3-Room Delta Modern Residence,Tulcea,343.6,3,8.4,22.0,5,2025-04-16,2025-04-21,1,1,2
SJ Apartment,Tulcea,269.4,3,9.8,62.0,5,2025-04-16,2025-04-21,1,1,2
Apartament Diana,Tulcea,355.0,3,9.1,45.0,5,2025-04-16,2025-04-21,1,1,2
Hotel City,Tulcea,450.0,0,8.4,331.0,5,2025-04-16,2025-04-21,1,1,2
Apartament C5,Tulcea,194400.0,0,8.4,1.0,5,2025-04-16,2025-04-21,1,1,2
Casa Radu,Tulcea,157600.0,3,7.5,107.0,5,2025-04-16,2025-04-21,1,1,2
Casa Adelmar,Tulcea,330.0,0,9.5,68.0,5,2025-04-16,2025-04-21,1,1,2
Pensiunea Lebada,Tulcea,260.0,0,8.5,108.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Corsar,Tulcea,280.0,0,7.2,82.0,5,2025-04-16,2025-04-21,1,1,2
Pensiunea Uzlina,Tulcea,500.0,0,7.3,8.0,5,2025-04-16,2025-04-21,1,1,2
Apartament de inchiriat,Tulcea,324.0,3,7.3,0.0,5,2025-04-16,2025-04-21,1,1,2
Apartament Chloe,Tulcea,346.4,3,8.2,9.0,5,2025-04-16,2025-04-21,1,1,2
Apartament Sorin,Tulcea,240.0,3,8.4,5.0,5,2025-04-16,2025-04-21,1,1,2
Iris Apartment,Piatra Neamt,336.6,3,8.4,45.0,5,2025-04-16,2025-04-21,1,1,2
Belvedere Cozla,Piatra Neamt,162000.0,3,9.0,2.0,5,2025-04-16,2025-04-21,1,1,2
Atlas Aparthotel,Piatra Neamt,471.6,0,9.7,2.038,5,2025-04-16,2025-04-21,1,1,2
Central Plaza Hotel,Piatra Neamt,410.0,0,8.8,1.773,5,2025-04-16,2025-04-21,1,1,2
Panoramic Central Apartment,Piatra Neamt,282.2,3,9.9,40.0,5,2025-04-16,2025-04-21,1,1,2
Pensiunea Red Rock,Piatra Neamt,140000.0,3,8.1,332.0,5,2025-04-16,2025-04-21,1,1,2
Pensiunea Lido,Piatra Neamt,216.0,0,9.0,609.0,5,2025-04-16,2025-04-21,1,1,2
Hotel-Restaurant Oscar,Piatra Neamt,258.0,0,9.0,1.17,5,2025-04-16,2025-04-21,1,1,2
Cazare David si familia .,Piatra Neamt,300.0,3,9.7,55.0,5,2025-04-16,2025-04-21,1,1,2
Casa Suzana,Piatra Neamt,192000.0,3,9.3,150.0,5,2025-04-16,2025-04-21,1,1,2
Apartament Ada,Piatra Neamt,220.0,3,8.3,41.0,5,2025-04-16,2025-04-21,1,1,2
Clement Apartments,Piatra Neamt,409.2,0,9.9,413.0,5,2025-04-16,2025-04-21,1,1,2
ROSE APARTMENT,Piatra Neamt,338.4,3,9.9,46.0,5,2025-04-16,2025-04-21,1,1,2
Augsburg Apart,Piatra Neamt,555.0,4,9.8,42.0,5,2025-04-16,2025-04-21,1,1,2
Dimitra,Piatra Neamt,266.0,3,9.7,12.0,5,2025-04-16,2025-04-21,1,1,2
Central Park Apartments,Piatra Neamt,445.0,3,9.2,46.0,5,2025-04-16,2025-04-21,1,1,2
White Place Tei,Piatra Neamt,297.6,3,9.9,12.0,5,2025-04-16,2025-04-21,1,1,2
"Desculti prin iarba- la 6,6 km de centrul Piatra Neamt",Piatra Neamt,694.0,3,9.9,25.0,5,2025-04-16,2025-04-21,1,1,2
Pensiunea CASA MOLDOVEANA,Piatra Neamt,385.0,0,8.7,63.0,5,2025-04-16,2025-04-21,1,1,2
Cochet Accommodation,Piatra Neamt,237.0,0,9.5,841.0,5,2025-04-16,2025-04-21,1,1,2
Haus Anne,Piatra Neamt,320.0,0,9.5,0.0,5,2025-04-16,2025-04-21,1,1,2
NARCISA,Piatra Neamt,294.8,3,9.5,118.0,5,2025-04-16,2025-04-21,1,1,2
Central Home,Piatra Neamt,305.0,3,8.7,67.0,5,2025-04-16,2025-04-21,1,1,2
4Rest Apartment,Piatra Neamt,352.0,0,8.7,3.0,5,2025-04-16,2025-04-21,1,1,2
Sarah Apartments,Piatra Neamt,475.0,3,9.7,125.0,5,2025-04-16,2025-04-21,1,1,2
Down Town Timisoara,Timisoara,162000.0,3,9.4,39.0,5,2025-04-16,2025-04-21,1,1,2
Stylish Penthouse with City View & Private Parking,Timisoara,207.0,0,9.4,0.0,5,2025-04-16,2025-04-21,1,1,2
Casa Letea,Timisoara,280.0,0,9.4,0.0,5,2025-04-16,2025-04-21,1,1,2
Savoy Hotel,Timisoara,344.6,0,8.9,1.729,5,2025-04-16,2025-04-21,1,1,2
Urban Confort II. Apartament modern si luminos Rebreanu,Timisoara,228.4,4,9.6,20.0,5,2025-04-16,2025-04-21,1,1,2
Palatul Agoston Galgon,Timisoara,280.0,0,9.6,3.0,5,2025-04-16,2025-04-21,1,1,2
Old Town Apartment on Eugeniu de Savoya street,Timisoara,246.2,3,9.8,13.0,5,2025-04-16,2025-04-21,1,1,2
Premier Luxury Lipatti by Glam Apartments,Timisoara,355.0,3,9.6,10.0,5,2025-04-16,2025-04-21,1,1,2
Do Stil Boutique Hotel,Timisoara,398.0,0,9.1,1.314,5,2025-04-16,2025-04-21,1,1,2
Hotel Silva,Timisoara,350.0,0,9.2,714.0,5,2025-04-16,2025-04-21,1,1,2
GBU Home Timisoara,Timisoara,341.0,0,9.7,1.474,5,2025-04-16,2025-04-21,1,1,2
Ultra Central Piata Libertatii Apartment,Timisoara,300.0,0,9.7,1.0,5,2025-04-16,2025-04-21,1,1,2
UNIRII OLD SQUARE APARTMENTS 4,Timisoara,355.0,3,9.8,206.0,5,2025-04-16,2025-04-21,1,1,2
Apartment Cristian 2,Timisoara,300.0,4,9.9,137.0,5,2025-04-16,2025-04-21,1,1,2
Apartament Raluca - self check-in,Timisoara,240.2,3,9.8,142.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Oxford By TimHotels,Timisoara,439.0,0,8.8,1.457,5,2025-04-16,2025-04-21,1,1,2
Opera Hotel,Timisoara,804.4,0,9.1,307.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Boavista,Timisoara,307.0,0,8.5,1.443,5,2025-04-16,2025-04-21,1,1,2
City South Apartments,Timisoara,185800.0,3,8.5,2.0,5,2025-04-16,2025-04-21,1,1,2
Apartment Cristian,Timisoara,270.0,3,9.9,120.0,5,2025-04-16,2025-04-21,1,1,2
Lipatti 15 Premium Apartments by GLAM APARTMENTS,Timisoara,349.6,4,8.6,89.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Casa De La Rosa,Timisoara,297.0,0,9.8,56.0,5,2025-04-16,2025-04-21,1,1,2
City center flat,Timisoara,206.6,0,9.8,1.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Rivo Timisoara,Timisoara,414.0,0,8.3,3.0,5,2025-04-16,2025-04-21,1,1,2
Old Town Hotel,Timisoara,637.0,0,9.0,1.41,5,2025-04-16,2025-04-21,1,1,2
Barrique Garden,Prahova,382.4,0,9.0,0.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Aro Palace,Prahova,658.0,0,8.7,2.698,5,2025-04-16,2025-04-21,1,1,2
Heart of Transylvania - free parking,Prahova,342.0,0,8.7,0.0,5,2025-04-16,2025-04-21,1,1,2
Kronsmart Apartment - Cozy Fireplace and Free Parking,Prahova,338.0,0,8.7,0.0,5,2025-04-16,2025-04-21,1,1,2
Anddia Central Apartment,Prahova,217.8,0,9.3,22.0,5,2025-04-16,2025-04-21,1,1,2
Mirandis Apartments - Comfort & Private Parking Near Coresi Mall,Prahova,271.2,4,9.5,102.0,5,2025-04-16,2025-04-21,1,1,2
Grand Hotel Belvedere,Prahova,737.0,0,8.7,1.82,5,2025-04-16,2025-04-21,1,1,2
Avram Iancu Private Apartment with AC,Prahova,315.0,3,9.8,139.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Kronwell,Prahova,819.4,0,9.7,2.07,5,2025-04-16,2025-04-21,1,1,2
Hotel Kolping,Prahova,499.8,0,9.3,1.791,5,2025-04-16,2025-04-21,1,1,2
Red Fountain Studio,Prahova,340.0,0,9.8,178.0,5,2025-04-16,2025-04-21,1,1,2
Hirscher Apartments,Prahova,337.4,4,9.9,207.0,5,2025-04-16,2025-04-21,1,1,2
Seek and Hide - Csilla's Tiny Hideaway,Prahova,231.4,3,9.7,70.0,5,2025-04-16,2025-04-21,1,1,2
PEAK Aparthotel - Old Town - by CityHost,Prahova,370.6,4,9.1,152.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Rainer,Prahova,405.8,0,8.7,2.546,5,2025-04-16,2025-04-21,1,1,2
Montello Guest House,Prahova,428.0,4,9.8,87.0,5,2025-04-16,2025-04-21,1,1,2
Coresi Studio Inn,Prahova,252.0,4,9.7,18.0,5,2025-04-16,2025-04-21,1,1,2
Apartament Julia,Prahova,352.8,0,9.7,5.0,5,2025-04-16,2025-04-21,1,1,2
KOA - Aparthotel,Prahova,657.4,0,9.7,1.469,5,2025-04-16,2025-04-21,1,1,2
Pension Bavaria,Prahova,248.0,0,9.0,185.0,5,2025-04-16,2025-04-21,1,1,2
Belvedere,Prahova,737.0,0,8.5,1.138,5,2025-04-16,2025-04-21,1,1,2
Apart Hotel Vlad Tepes,Prahova,420.8,0,9.0,240.0,5,2025-04-16,2025-04-21,1,1,2
Relax601,Prahova,370.0,4,9.0,35.0,5,2025-04-16,2025-04-21,1,1,2
Coresi Mall Area Studios & Apartments by GLAM,Prahova,408.0,3,9.3,95.0,5,2025-04-16,2025-04-21,1,1,2
Minani Apartments,Prahova,304.6,3,9.3,28.0,5,2025-04-16,2025-04-21,1,1,2
Country Court,Mures,170200.0,0,9.1,87.0,5,2025-04-16,2025-04-21,1,1,2
Continental Forum Tirgu Mures,Mures,280.6,0,8.6,1.706,5,2025-04-16,2025-04-21,1,1,2
Grand Hotel,Mures,380.8,0,9.2,2.489,5,2025-04-16,2025-04-21,1,1,2
MediLux Residence,Mures,220.8,3,9.9,26.0,5,2025-04-16,2025-04-21,1,1,2
Pensiunea El Passo Targu Mures,Mures,180000.0,3,8.7,436.0,5,2025-04-16,2025-04-21,1,1,2
Happy Home,Mures,252.6,4,8.7,59.0,5,2025-04-16,2025-04-21,1,1,2
ART Apartment,Mures,239.2,3,9.3,104.0,5,2025-04-16,2025-04-21,1,1,2
Reny's Studio Apartments -Hiperbara,Mures,256.2,3,9.8,56.0,5,2025-04-16,2025-04-21,1,1,2
Green Apartman,Mures,151800.0,3,9.4,83.0,5,2025-04-16,2025-04-21,1,1,2
C&C apartamente,Mures,191200.0,0,9.4,0.0,5,2025-04-16,2025-04-21,1,1,2
Pensiunea Select Central,Mures,270.0,0,8.9,672.0,5,2025-04-16,2025-04-21,1,1,2
HOTEL CIAO,Mures,302.6,0,7.4,78.0,5,2025-04-16,2025-04-21,1,1,2
Stars Livezeni,Mures,193200.0,0,9.5,75.0,5,2025-04-16,2025-04-21,1,1,2
Pensiunea Comfort,Mures,333.0,3,9.7,386.0,5,2025-04-16,2025-04-21,1,1,2
Vila El Passo,Mures,250.0,3,9.1,134.0,5,2025-04-16,2025-04-21,1,1,2
Cozy Glen,Mures,288.2,3,9.9,37.0,5,2025-04-16,2025-04-21,1,1,2
Eszter Panzió,Mures,131600.0,3,8.0,124.0,5,2025-04-16,2025-04-21,1,1,2
Pensiunea Sovirag,Mures,244.8,0,9.7,57.0,5,2025-04-16,2025-04-21,1,1,2
Concept Apartments Budiului 42,Mures,285.0,3,9.4,456.0,5,2025-04-16,2025-04-21,1,1,2
Vila Silvia,Mures,492.2,0,9.7,318.0,5,2025-04-16,2025-04-21,1,1,2
Green Heaven,Mures,164000.0,0,9.7,1.0,5,2025-04-16,2025-04-21,1,1,2
Cristal de Sare,Mures,246.0,3,9.4,27.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Restaurant Alesia,Mures,200.0,0,8.0,260.0,5,2025-04-16,2025-04-21,1,1,2
Apartament BriFla Comfort Mureș,Mures,207.0,3,9.6,76.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Concordia,Mures,704.8,0,8.5,1.365,5,2025-04-16,2025-04-21,1,1,2
Apartament City Central,Constanta,286.0,3,9.7,17.0,5,2025-04-16,2025-04-21,1,1,2
Casă de închiriat,Constanta,199000.0,0,9.7,0.0,5,2025-04-16,2025-04-21,1,1,2
Residence in central area,Constanta,199000.0,0,9.7,0.0,5,2025-04-16,2025-04-21,1,1,2
Residence in central area,Constanta,229.4,0,9.7,0.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Megalos,Constanta,380.8,0,8.2,1.513,5,2025-04-16,2025-04-21,1,1,2
Hai la PLAJA!,Constanta,500.0,0,9.9,10.0,5,2025-04-16,2025-04-21,1,1,2
sicanT Apartments - Self Check-in,Constanta,299.8,0,9.5,55.0,5,2025-04-16,2025-04-21,1,1,2
Rezident Tomis Marina,Constanta,576.0,4,9.7,815.0,5,2025-04-16,2025-04-21,1,1,2
Continental Forum Constanta,Constanta,432.2,0,8.9,2.289,5,2025-04-16,2025-04-21,1,1,2
Apartament cu 2 camere situat la 5 minute de statiunea mamaia,Constanta,170000.0,3,8.8,60.0,5,2025-04-16,2025-04-21,1,1,2
Urban Waves by the Sea,Constanta,369.0,0,8.8,0.0,5,2025-04-16,2025-04-21,1,1,2
Apartament Bella,Constanta,456.0,3,9.6,62.0,5,2025-04-16,2025-04-21,1,1,2
Voila Inn,Constanta,378.0,0,8.3,930.0,5,2025-04-16,2025-04-21,1,1,2
Sophia Apartament,Constanta,252.0,3,8.2,84.0,5,2025-04-16,2025-04-21,1,1,2
Vila Il Castello,Constanta,167000.0,3,7.4,561.0,5,2025-04-16,2025-04-21,1,1,2
Curtea Brancovenească,Constanta,240.0,0,8.3,332.0,5,2025-04-16,2025-04-21,1,1,2
Hotel Cherica,Constanta,592.0,0,9.4,832.0,5,2025-04-16,2025-04-21,1,1,2
NK47 Apartment,Constanta,222.8,3,9.9,36.0,5,2025-04-16,2025-04-21,1,1,2
Aparthotel Nevada - Apartamente,Constanta,353.2,3,8.8,357.0,5,2025-04-16,2025-04-21,1,1,2
